artist,bio,listeners,playcount,similar_artist
Lowswimmer,"Lowswimmer is songwriter and producer Ed Tullett. Known for his ongoing collaborations with Novo Amor, and his varied artist projects Hailaker, Lissom (Naive), and Tolari (Nettwerk), Tullett is finally releasing solo material.

Twinned albums ‘Glasshouse 1 & 2’ are released in June 2022, the former an expansive, sprawling collection of cinematic, dark and beautiful songs with collaborations including S. Carey and Novo Amor, the latter a raw, stripped-back record focussing on the bare elements of Tullett’s songwriting. <a href=""https://www.last.fm/music/Lowswimmer"">Read more on Last.fm</a>",44970,430097,"['Hailaker', 'Novo Amor', 'S. Carey', 'Axel Flóvent', 'Foreign Fields']"
Camel Power Club," <a href=""https://www.last.fm/music/Camel+Power+Club"">Read more on Last.fm</a>",124515,1095072,"['Kazy Lambist', 'Jabberwocky', 'Rhye', 'Jimmy Whoo', 'Guts']"
Meadows,"There are several artists with the name Meadows:

1) Singer-songwriter Meadows from Sweden. His debut EP ""The Only Boy Awake"" got a lot of attention when the title track got picked up for Netflix series ""13 reasons Why"", and earned him top iTunes top 50 chart positions in USA, UK, Australia, Germany, Canada, New Zealand, Ireland and Taiwan
http://meadows.se/
https://www.facebook.com/meadowseverbleeding/

2) A heavy, riff-centric band from Suffolk, UK. <a href=""https://www.last.fm/music/Meadows"">Read more on Last.fm</a>",69424,357961,"['Stretch Arm Strong', 'Being as an Ocean', 'Gideon', 'Moments', 'Casey']"
Embusteros," <a href=""https://www.last.fm/music/Embusteros"">Read more on Last.fm</a>",2920,33425,"['Comandante Twin', 'Ultraligera', 'ELYELLA', 'Héroes 2020', 'Valira']"
TV Girl,"TV Girl is an American indie pop band from San Diego, California, composed of lead vocalist Brad Petering, drummer Jason Wyman, and keyboardist Wyatt Harmon. The group released three EPs in 2010 and a mixtape in 2012 before issuing its debut album ""French Exit"" in 2014. This was followed by the albums ""Who Really Cares"" in 2016, ""Death of a Party Girl"" in 2018, and ""Grapes Upon the Vine"" in 2023. The band has also released three collaboration albums: ""Maddie Acid's Purple Hearts Club Band"" (2018) <a href=""https://www.last.fm/music/TV+Girl"">Read more on Last.fm</a>",2779327,282116256,"['Jordana', 'Current Joys', 'Roar', 'Mac DeMarco', 'Alex G']"
COIN,"There are several artists named ""Coin"";

1) Coin was a four piece band from Nashville, TN , formed in 2013 by Chase Lawrence (synth/vocals), Joe Memmel (guitar/vocals), Ryan Winnen (drums) and Zachary Dyke (bass).

It's ok and Honey were promoted before the lead single, Run landed in January 2015. It was announced the Jay Joyce produced debut album will arrive in April 2015.
How Will You Know If You Never Try

June  2015 - ""Coin"" (Album)
April  2017 - ""How Will You Know If You Never Try"" (Album) <a href=""https://www.last.fm/music/Coin"">Read more on Last.fm</a>",985456,29562187,"['Bad Suns', 'Hippo Campus', 'Dayglow', 'HUNNY', 'lovelytheband']"
Luz Casal,"Luz Casal (born November 11, 1958 at Boimorto, Galicia) is a Spanish pop singer. She grew up in Asturias, took singing, piano and ballet classes, and moved to Madrid to pursue a career as a musician. She finally achieved fame in the early 1980s, and remained as an important figure in Spanish pop music all through said decade and beyond, with her sound gradually maturing towards soft adult pop. In 1992 she enjoyed a great success with her appearance in the soundtrack of Pedro Almodóvar's acclaimed film Tacones Lejanos. <a href=""https://www.last.fm/music/Luz+Casal"">Read more on Last.fm</a>",127716,1234238,"['Amaral', 'Ana Belén', 'Amistades Peligrosas', 'Rocío Jurado', 'Ella Baila Sola']"
Cavetown,"Robin Daniel Skinner (15th December 1998), known professionally as Cavetown is a singer/songwriter from Cambridge, England. As of January 2026, he has released nine studio albums, six extended plays, one live album, and one collaborative mixtape.

Cavetown has become increasingly popular on YouTube from a combination of both these original songs and covers that he has produced and uploaded. This has allowed him to perform gigs in the UK both locally and nationally, and also in other parts of the world such as California, USA. <a href=""https://www.last.fm/music/Cavetown"">Read more on Last.fm</a>",1607120,85949917,"['chloe moriondo', 'Addison Grace', 'Ricky Montgomery', 'mxmtoon', 'dodie']"
Ginebras,"Ginebras is a Spanish indie rock musical band formed in 2018. Its members are four women: Magüi Berto (voice and guitar), Sandra Sabater (lead guitar), Raquel López (bass) and Juls Acosta (drums).

The group was formed in 2018 at the initiative of Magüi Berto and Sandra Sabater, who studied audiovisual communication at the Complutense University of Madrid and played the electric guitar.
Through an advertisement on Tinder, where they were looking for girls to play bass and guitar. <a href=""https://www.last.fm/music/Ginebras"">Read more on Last.fm</a>",21646,660750,"['Cariño', 'Shego', 'Karavana', 'Niña Polaca', 'Carolina Durante']"
Blanco White,"Blanco White started as the solo project of neo-folk singer-songwriter and Londoner Josh Edwards (born 21 June 1991) in 2014. After studying guitar in Cádiz (Spain), and later the Andean instrument the charango in Sucre (Bolivia), Edwards’ aim was to begin bringing together elements of Andalusian and Latin American music alongside influences closer to home.  

In early 2016 Blanco White released 'The Wind Rose' via Yucatan Records, a self-produced debut EP. <a href=""https://www.last.fm/music/Blanco+White"">Read more on Last.fm</a>",263451,3454990,"['Jesse Marchant', 'Charlie Cunningham', 'Nick Mulvey', 'Roo Panes', 'Sons of the East']"
Delafé," <a href=""https://www.last.fm/music/Delaf%C3%A9"">Read more on Last.fm</a>",8306,96785,"['Héroes 2020', 'ELYELLA', 'Delafé y las flores azules', 'Molina Molina', 'Mucho']"
Rejjie Snow,"Alexander Anyaegbunam (born June 27, 1993), better known by his stage name Rejjie Snow, is an Irish rapper and record producer from Dublin. He is currently signed to 300 Entertainment.

Alexander has been rhyming since he was just a kid in Dublin. After moving to Georgia at 17 on a football scholarship, he decided to pursue music instead and dropped his experimental first mixtape, 'Rejovich.' The EP introduced the world to his surreal style and villainous eloquence, amassing over 6.4 million plays. 

 <a href=""https://www.last.fm/music/Rejjie+Snow"">Read more on Last.fm</a>",676036,13379507,"['Loyle Carner', 'Mick Jenkins', 'GoldLink', 'Erick The Architect', 'Kofi Stone']"
French 79,"In 2014, French 79 appeared on a music scene limited to the French territory, or so he thought. Within just a few months it quickly became an international hub that elevated the artist’s career. 

The single Between the Buttons, a contemplative, synth heavy gem enhanced by a beautiful arpeggiator, excepted from his first EP Angel, instantly placed him on the list of today’s most important producers. 

This first successful attempt enriched the tracklist of the album Olympic <a href=""https://www.last.fm/music/French+79"">Read more on Last.fm</a>",454706,5327060,"['Thylacine', 'Kid Francescoli', 'Fred Nevché', 'NTO', 'Else']"
Valeria Castro,"Valeria Castro (full name Valeria Castro Rodríguez), born 28 April 1999 in Los Llanos de Aridane, La Palma, Canary Islands, is a Spanish singer and songwriter.  

From a young age she developed a passion for music — by age four she was studying piano and singing at the local Insular School of Music of La Palma.  She later studied biotechnology at the Polytechnic University of Madrid alongside growing her musical ambitions. Her musical style draws on a blend of genres including flamenco, indie folk, and alternative rock.  <a href=""https://www.last.fm/music/Valeria+Castro"">Read more on Last.fm</a>",38479,538579,"['Travis Birds', 'Rozalén', 'Zahara', 'Rigoberta Bandini', 'Xoel López']"
Travis Birds,"“Una mezcla entre un niño, un señor muy serio, una tarada y un escarabajo común”, así es como se autodefine. Su primer álbum “Año X”, recopila diez canciones basadas en diez historias que ven el mundo con un punto de vista muy particular.  <a href=""https://www.last.fm/music/Travis+Birds"">Read more on Last.fm</a>",15147,211994,"['Valeria Castro', 'Xoel López', 'Niña Polaca', 'Mikel Izal', 'Siloé']"
isaac gracie,"Isaac Gracie (born Isaac Joseph Gracie-Burrow on 28 October 1994) is a British singer-songwriter from Ealing, west London. 

As a child, Gracie sang in the Ealing Abbey Choir and started writing songs at the age of 14. Gracie signed a record deal with Virgin EMI Records in 2016 and released his self-titled debut album in 2018. <a href=""https://www.last.fm/music/Isaac+Gracie"">Read more on Last.fm</a>",179525,1835409,"['George Ogilvie', 'Benjamin Francis Leftwich', 'Roo Panes', 'Jesse Marchant', 'Foy Vance']"
Wild Rivers,"Wild Rivers is an indie folk band based in Toronto, Ontario. The group, formed in 2015, was born out of Devan and Khalid, the duo that has experienced much success since they first met in Kingston in 2012. Devan Glover and Khalid Yassein have perfected their special musical chemistry, and continue making folk music together. The lead single, No Ribbons, from their debut EP This Town, enjoyed national radio airplay and led to the two being voted Toronto's Best New Artist in the 2015 CBC Searchlight contest. <a href=""https://www.last.fm/music/Wild+Rivers"">Read more on Last.fm</a>",286974,4905243,"['Donovan Woods', 'Ocie Elliott', 'Josiah and the Bonnevilles', 'Old Sea Brigade', 'John Vincent III']"
Perotá Chingó,"Perotá Chingó é uma banda da Argentina, formada originalmente pelo duo portenho Dolores Aguirre y Julia Ortiz no ano de 2011.
Surgida como um experimento musical, a dupla se tornou um fenômeno viral da internet ao gravar seu primeiro vídeo no Youtube e, no anos seguintes da década de 2010, se consolidaram na cena independente argentina e também em alguns países da América Latina, como Chile, México e Brasil.
Além do duo de vocalistas, também <a href=""https://www.last.fm/music/Perot%C3%A1+Ching%C3%B3"">Read more on Last.fm</a>",45185,737850,"['Fémina', 'Onda Vaga', 'Ainda', 'Kevin Johansen', 'Silvana Estrada']"
Viva Suecia,"Viva Suecia is an indie rock band from Murcia, Spain, formed in 2014. The group consists of Rafa Val, Alberto Cantúa, Jess Fabric, and Fernando Campillo. They have established themselves as a prominent name in the Spanish indie music scene, known for their powerful sound and emotionally charged lyrics.

Their debut album, La fuerza mayor (2016), garnered critical and public attention. This was followed by Otros principios fundamentales (2017), which solidified their position in the music world and earned them a Premios Ondas award. <a href=""https://www.last.fm/music/Viva+Suecia"">Read more on Last.fm</a>",37240,1708763,"['Siloé', 'Arde Bogotá', 'Lori Meyers', 'Izal', 'Supersubmarina']"
Sampha,"Sampha's artful and emotive mix of pop, R&B, and electronic music isn't easily categorizable, and is further distinguished by a heartfelt vocal style that tends to sound as if it's on the brink of choking back tears. The artist established himself as a valued remixer and studio collaborator sought by emergent underground talents and mainstream stars alike, including SBTRKT, Jessie Ware, Drake, Beyoncé, and Kanye West. Process (2017), his full-length debut, went Top Ten in his native U. <a href=""https://www.last.fm/music/Sampha"">Read more on Last.fm</a>",719480,23016593,"['SBTRKT & Sampha', 'NxWorries', 'Anderson .Paak', 'James Blake', 'Smino']"
Peachy!,"""Peachy!"" is a teenage musician and producer based out of Atlanta, GA. Making music since he was 8-years-old under multiple artist names, he moved quickly from genre to genre, experimenting with and learning from different artistic perspectives. When Falling For U (feat. mxmtoon) was originally released in June 2017 (through Soundcloud, then later released on other platforms), it was the first song to give Peachy! some global exposure, amassing over 12 million hits in the first year and being recognized by Hypebeast. <a href=""https://www.last.fm/music/Peachy%21"">Read more on Last.fm</a>",725236,7002520,"['elijah who', 'khai dreams', ""J'San"", 'timmies', 'Eery']"
MGMT,"MGMT is an American alternative band which formed in 2002 in Middletown, Connecticut, United States. The band's founding members, Andrew VanWyngarden (lead vocalist, primary songwriter, multi-instrumentalist) and Ben Goldwasser (backing vocalist, multi-instrumentalist), met while attending Wesleyan University, and have remained as the core of the group to this day.

They intially named their project The Management, under which they recorded two demo EPs (which ended up being unofficially leaked online in 2005 as Climbing to New Lows) <a href=""https://www.last.fm/music/MGMT"">Read more on Last.fm</a>",5206163,216710415,"['Starfucker', 'Pond', 'Animal Collective', 'Foster the People', 'The Flaming Lips']"
